"key","dogstatsd_relevant","reason"
"runtime_security_config.activity_dump.silent_workloads.delay","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.silent_workloads.ticker","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.syscall_monitor.period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.tag_rules.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.tags_resolution_period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.trace_systemd_cgroups","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.traced_cgroups_count","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.traced_event_types","false","prefix indicates non-DSD subsystem"
"runtime_security_config.activity_dump.workload_deny_list","false","prefix indicates non-DSD subsystem"
"runtime_security_config.cmd_socket","false","prefix indicates non-DSD subsystem"
"runtime_security_config.compliance_module.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.container_exclude","false","prefix indicates non-DSD subsystem"
"runtime_security_config.container_include","false","prefix indicates non-DSD subsystem"
"runtime_security_config.cookie_cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.direct_send_from_system_probe","false","prefix indicates non-DSD subsystem"
"runtime_security_config.ebpfless.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.ebpfless.socket","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.additional_endpoints","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.batch_max_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.batch_wait","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.compression_kind","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.compression_level","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.dd_url","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.input_chan_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.logs_dd_url","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.use_compression","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.use_v2_api","false","prefix indicates non-DSD subsystem"
"runtime_security_config.endpoints.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.container.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.container.max_allowed","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.container.period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.executable.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.executable.max_allowed","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.disarmer.executable.period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.exclude_binaries","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.raw_syscall.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.enforcement.rule_source_allowed","false","prefix indicates non-DSD subsystem"
"runtime_security_config.env_as_tags","false","prefix indicates non-DSD subsystem"
"runtime_security_config.etw_events_channel_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_grpc_server","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_retry_queue_threshold","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.bind.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.bind.rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.connect.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.connect.rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.dns.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.dns.rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.open.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_sampling.open.rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_server.burst","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_server.rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.event_server.retention","false","prefix indicates non-DSD subsystem"
"runtime_security_config.exclude_pause_container","false","prefix indicates non-DSD subsystem"
"runtime_security_config.file_metadata_resolver.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.fim_enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.event_types","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.hash_algorithms","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.max_file_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.max_hash_rate","false","prefix indicates non-DSD subsystem"
"runtime_security_config.hash_resolver.replace","false","prefix indicates non-DSD subsystem"
"runtime_security_config.imds_ipv4","false","prefix indicates non-DSD subsystem"
"runtime_security_config.internal_monitoring.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.log_patterns","false","prefix indicates non-DSD subsystem"
"runtime_security_config.log_tags","false","prefix indicates non-DSD subsystem"
"runtime_security_config.network_monitoring.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.on_demand.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.on_demand.rate_limiter.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.policies.dir","false","prefix indicates non-DSD subsystem"
"runtime_security_config.policies.monitor.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.policies.monitor.per_rule_enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.policies.monitor.report_internal_policies","false","prefix indicates non-DSD subsystem"
"runtime_security_config.policies.rule_cache_enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.reduced_proc_pid_cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.remote_configuration.dump_policies","false","prefix indicates non-DSD subsystem"
"runtime_security_config.remote_configuration.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sbom.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sbom.enrichment_ticker","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sbom.host.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sbom.workloads_cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.default_minimum_stable_period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.event_types","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.minimum_stable_period.dns","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.minimum_stable_period.exec","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.rate_limiter.num_events_allowed","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.rate_limiter.num_keys","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.rate_limiter.period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.silent_rule_events.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.tag_rules.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.unstable_profile_size_threshold","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.unstable_profile_time_threshold","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.anomaly_detection.workload_warmup_period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.auto_suppression.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.auto_suppression.event_types","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.dir","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.dns_match_max_depth","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.max_count","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.max_image_tags","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.node_eviction_timeout","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.profile_cleanup_delay","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.v2.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.v2.event_types","false","prefix indicates non-DSD subsystem"
"runtime_security_config.security_profile.watch_dir","false","prefix indicates non-DSD subsystem"
"runtime_security_config.self_test.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.self_test.send_report","false","prefix indicates non-DSD subsystem"
"runtime_security_config.socket","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.ebpf.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.snapshot.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.snapshot.ignored_base_names","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.snapshot.kernel_compilation_flags","false","prefix indicates non-DSD subsystem"
"runtime_security_config.sysctl.snapshot.period","false","prefix indicates non-DSD subsystem"
"runtime_security_config.use_secruntime_track","false","prefix indicates non-DSD subsystem"
"runtime_security_config.user_sessions.cache_size","false","prefix indicates non-DSD subsystem"
"runtime_security_config.user_sessions.ssh.enabled","false","prefix indicates non-DSD subsystem"
"runtime_security_config.windows_filename_cache_max","false","prefix indicates non-DSD subsystem"
"runtime_security_config.windows_probe_block_on_channel_send","false","prefix indicates non-DSD subsystem"
"runtime_security_config.windows_registry_cache_max","false","prefix indicates non-DSD subsystem"
"runtime_security_config.windows_write_event_rate_limiter_max_allowed","false","prefix indicates non-DSD subsystem"
"runtime_security_config.windows_write_event_rate_limiter_period","false","prefix indicates non-DSD subsystem"
"runtimes","false","language runtime metrics collection, not DogStatsD"
"sbom","false","prefix indicates non-DSD subsystem"
"sbom.additional_endpoints","false","prefix indicates non-DSD subsystem"
"sbom.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"sbom.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"sbom.batch_max_size","false","prefix indicates non-DSD subsystem"
"sbom.batch_wait","false","prefix indicates non-DSD subsystem"
"sbom.cache.clean_interval","false","prefix indicates non-DSD subsystem"
"sbom.cache.max_disk_size","false","prefix indicates non-DSD subsystem"
"sbom.cache_directory","false","prefix indicates non-DSD subsystem"
"sbom.clear_cache_on_exit","false","prefix indicates non-DSD subsystem"
"sbom.compression_kind","false","prefix indicates non-DSD subsystem"
"sbom.compression_level","false","prefix indicates non-DSD subsystem"
"sbom.compute_dependencies","false","prefix indicates non-DSD subsystem"
"sbom.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"sbom.container.enabled","false","prefix indicates non-DSD subsystem"
"sbom.container_image.additional_directories","false","prefix indicates non-DSD subsystem"
"sbom.container_image.allow_missing_repodigest","false","prefix indicates non-DSD subsystem"
"sbom.container_image.analyzers","false","prefix indicates non-DSD subsystem"
"sbom.container_image.check_disk_usage","false","prefix indicates non-DSD subsystem"
"sbom.container_image.container_exclude","false","prefix indicates non-DSD subsystem"
"sbom.container_image.container_include","false","prefix indicates non-DSD subsystem"
"sbom.container_image.enabled","false","prefix indicates non-DSD subsystem"
"sbom.container_image.exclude_pause_container","false","prefix indicates non-DSD subsystem"
"sbom.container_image.min_available_disk","false","prefix indicates non-DSD subsystem"
"sbom.container_image.overlayfs_direct_scan","false","prefix indicates non-DSD subsystem"
"sbom.container_image.overlayfs_disable_cache","false","prefix indicates non-DSD subsystem"
"sbom.container_image.scan_interval","false","prefix indicates non-DSD subsystem"
"sbom.container_image.scan_timeout","false","prefix indicates non-DSD subsystem"
"sbom.container_image.use_mount","false","prefix indicates non-DSD subsystem"
"sbom.container_image.use_spread_refresher","false","prefix indicates non-DSD subsystem"
"sbom.dd_url","false","prefix indicates non-DSD subsystem"
"sbom.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"sbom.enabled","false","prefix indicates non-DSD subsystem"
"sbom.host","false","prefix indicates non-DSD subsystem"
"sbom.host.additional_directories","false","prefix indicates non-DSD subsystem"
"sbom.host.analyzers","false","prefix indicates non-DSD subsystem"
"sbom.host.enabled","false","prefix indicates non-DSD subsystem"
"sbom.input_chan_size","false","prefix indicates non-DSD subsystem"
"sbom.logs_dd_url","false","prefix indicates non-DSD subsystem"
"sbom.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"sbom.scan_queue.base_backoff","false","prefix indicates non-DSD subsystem"
"sbom.scan_queue.max_backoff","false","prefix indicates non-DSD subsystem"
"sbom.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"sbom.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"sbom.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"sbom.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"sbom.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"sbom.simplify_bom_refs","false","prefix indicates non-DSD subsystem"
"sbom.use_compression","false","prefix indicates non-DSD subsystem"
"sbom.use_v2_api","false","prefix indicates non-DSD subsystem"
"sbom.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"scrubber","false","config/log scrubbing for sensitive data display"
"scrubber.additional_keys","false","additional scrubber keys for sensitive data"
"secret_allowed_k8s_namespace","false","k8s namespace scoping for secret access"
"secret_audit_file_max_size","false","audit log size for secret access, not resolution"
"secret_backend_arguments","true","args for secret backend resolving API keys etc"
"secret_backend_command","true","used in saluki; resolves secrets like API keys"
"secret_backend_command_allow_group_exec_perm","true","security perm for secret backend execution"
"secret_backend_config","true","config for secret backend used to resolve secrets"
"secret_backend_output_max_size","true","max output from secret backend resolution"
"secret_backend_remove_trailing_line_break","true","formatting for secret backend output"
"secret_backend_skip_checks","true","skip security checks on secret backend binary"
"secret_backend_timeout","true","used in saluki; timeout for secret resolution"
"secret_backend_type","true","type of secret backend for resolving secrets"
"secret_image_to_handle","false","k8s image matching for secret handling"
"secret_image_to_handle.webserver","false","webserver-specific secret image config"
"secret_refresh_interval","true","how often secrets are refreshed, affects API keys"
"secret_refresh_on_api_key_failure_interval","true","secret refresh on API key failure"
"secret_refresh_scatter","true","scatter for secret refresh timing"
"secret_scope_integration_to_their_k8s_namespace","false","k8s namespace scoping for integrations only"
"security_agent.cmd_port","false","prefix indicates non-DSD subsystem"
"security_agent.disable_thp","false","prefix indicates non-DSD subsystem"
"security_agent.expvar_port","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.api_key","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.block_profile_rate","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.cpu_duration","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.delta_profiles","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.enable_block_profiling","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.enable_goroutine_stacktraces","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.enable_mutex_profiling","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.enabled","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.env","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.extra_tags","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.mutex_profile_fraction","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.period","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.profile_dd_url","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.site","false","prefix indicates non-DSD subsystem"
"security_agent.internal_profiling.unix_socket","false","prefix indicates non-DSD subsystem"
"security_agent.log_file","false","prefix indicates non-DSD subsystem"
"sender_backoff_base","true","forwarder sender retry backoff base duration"
"sender_backoff_factor","true","forwarder sender retry backoff growth factor"
"sender_backoff_max","true","forwarder sender retry backoff max duration"
"sender_recovery_interval","true","forwarder sender recovery interval after errors"
"sender_recovery_reset","true","forwarder sender recovery reset threshold"
"serializer_compressor_kind","true","used in saluki; compression for metric payloads"
"serializer_experimental_use_v3_api.compression_level","true","v3 API compression level for metric payloads"
"serializer_experimental_use_v3_api.series.endpoints","true","v3 API series endpoints for metric forwarding"
"serializer_experimental_use_v3_api.series.validate","true","v3 API series validation for metrics"
"serializer_experimental_use_v3_api.sketches.endpoints","true","v3 API sketches endpoints for distributions"
"serializer_experimental_use_v3_api.sketches.validate","true","v3 API sketches validation for distributions"
"serializer_max_metrics_per_payload","true","used in saluki; max metrics per request payload"
"serializer_max_payload_size","true","max serialized payload size for metric forwarding"
"serializer_max_series_payload_size","true","max series payload size for metric forwarding"
"serializer_max_series_points_per_payload","true","max series points per forwarded payload"
"serializer_max_series_uncompressed_payload_size","true","max uncompressed series payload size"
"serializer_max_uncompressed_payload_size","true","max uncompressed payload size for metrics"
"serializer_zstd_compressor_level","true","used in saluki; zstd compression level for metrics"
"server_timeout","true","general timeout may affect forwarder HTTP calls"
"serverless.enabled","false","prefix indicates non-DSD subsystem"
"serverless.logs_enabled","false","prefix indicates non-DSD subsystem"
"serverless.service_mapping","false","prefix indicates non-DSD subsystem"
"serverless.trace_enabled","false","prefix indicates non-DSD subsystem"
"serverless.trace_managed_services","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"service_discovery.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.data_channel_size","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.direct_consumer.buffer_wakeup_count_per_cpu","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.direct_consumer.channel_size","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.direct_consumer.kernel_buffer_size_per_cpu","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.disable_map_preallocation","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_connection_rollup","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_event_stream","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_go_tls_support","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_http2_monitoring","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_http_monitoring","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_kafka_monitoring","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_quantization","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enable_ring_buffers","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.idle_connection_ttl_seconds","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.map_cleaner_interval_seconds","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.max_request_fragment","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.max_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.max_tracked_connections","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.notification_threshold","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.replace_rules","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http.use_direct_consumer","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http2.dynamic_table_map_cleaner_interval_seconds","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http2.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http2_dynamic_table_map_cleaner_interval_seconds","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http_idle_connection_ttl_in_s","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http_map_cleaner_interval_in_s","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http_max_request_fragment","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http_notification_threshold","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.http_replace_rules","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.kafka.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.kafka.max_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.kernel_buffer_pages","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.max_concurrent_requests","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.max_http_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.max_kafka_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.max_tracked_http_connections","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.postgres.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.postgres.max_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.postgres.max_telemetry_buffer","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.process_service_inference.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.process_service_inference.use_windows_service_name","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.redis.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.redis.max_stats_buffered","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.redis.track_resources","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.go.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.go.exclude_self","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.istio.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.istio.envoy_path","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.native.enabled","false","prefix indicates non-DSD subsystem"
"service_monitoring_config.tls.nodejs.enabled","false","prefix indicates non-DSD subsystem"
"shared_library_check.enabled","false","shared library validation unrelated to DogStatsD"
"shared_library_check.library_folder_path","false","shared library path unrelated to DogStatsD"
"site","true","determines Datadog endpoint for metric forwarding"
"skip_ssl_validation","true","TLS validation affects forwarder connections"
"snmp_listener.allowed_failures","false","prefix indicates non-DSD subsystem"
"snmp_listener.collect_device_metadata","false","prefix indicates non-DSD subsystem"
"snmp_listener.collect_topology","false","prefix indicates non-DSD subsystem"
"snmp_listener.configs","false","prefix indicates non-DSD subsystem"
"snmp_listener.discovery_allowed_failures","false","prefix indicates non-DSD subsystem"
"snmp_listener.discovery_interval","false","prefix indicates non-DSD subsystem"
"snmp_listener.loader","false","prefix indicates non-DSD subsystem"
"snmp_listener.min_collection_interval","false","prefix indicates non-DSD subsystem"
"snmp_listener.namespace","false","prefix indicates non-DSD subsystem"
"snmp_listener.oid_batch_size","false","prefix indicates non-DSD subsystem"
"snmp_listener.ping.count","false","prefix indicates non-DSD subsystem"
"snmp_listener.ping.enabled","false","prefix indicates non-DSD subsystem"
"snmp_listener.ping.interval","false","prefix indicates non-DSD subsystem"
"snmp_listener.ping.linux.use_raw_socket","false","prefix indicates non-DSD subsystem"
"snmp_listener.ping.timeout","false","prefix indicates non-DSD subsystem"
"snmp_listener.retries","false","prefix indicates non-DSD subsystem"
"snmp_listener.timeout","false","prefix indicates non-DSD subsystem"
"snmp_listener.use_device_id_as_hostname","false","prefix indicates non-DSD subsystem"
"snmp_listener.workers","false","prefix indicates non-DSD subsystem"
"software_inventory.enabled","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"software_inventory.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"software_inventory.interval","false","prefix indicates non-DSD subsystem"
"software_inventory.jitter","false","prefix indicates non-DSD subsystem"
